url,label
http://spotiy.info/secure/login,malicious
http://spottify.top/account,malicious
http://amazon-login.gq/update/account,malicious
http://apple-billing.cf/login.php,malicious
http://7witter-login.club/verify,malicious
http://twitter-security.xyz/account/suspended,malicious
http://wellsfargosecure.ml/account/verify,malicious
http://whatsappp.cf/login?redirect=true,malicious
http://visa-service.tk/auth,malicious
http://whatsapp-service.ml/verify,malicious
http://visa-center.info/account/verify,malicious
http://mastercard-reward.tk/signin,malicious
http://google-access.xyz/confirm,malicious
http://linkedin-secure-validation.net/billing/update,malicious
http://3bay-login.cf/verify,malicious
http://warning-instagram.cf/auth,malicious
http://bankofammerica.org/account/suspended,malicious
http://bankofammerica.online/update,malicious
http://visa-online.ga/verify,malicious
http://ebay-warning.gq/payment/verify,malicious
http://instagram-online.info/signin.php,malicious
http://ebay-online.ml/signin.php,malicious
http://titter.gq/login.php,malicious
http://instagram-validation.ml/signin,malicious
http://mastercard-payment.online/update,malicious
http://whatsapp-online.club/auth,malicious
http://amazn.cf/login?redirect=true,malicious
http://myvisa.info/billing/update,malicious
http://twitt3r.online/secure,malicious
http://linkedin-access.xyz/account,malicious
http://wellsfargo-billing.club/confirm/identity,malicious
http://ebay-secure-alert.gq/confirm,malicious
http://real-bankofamerica.site/secure/login,malicious
http://facebook-service.gq/signin.php,malicious
http://iinstagram.org/update,malicious
http://whatsappp.org/update,malicious
http://instagram-login.info/verify,malicious
http://chase-service.ml/confirm/identity,malicious
http://access-facebook.gq/signin.php,malicious
http://twitter.gq/secure/login,malicious
http://chase-verify.top/secure/login,malicious
http://spotifyweb.org/account,malicious
http://update-adobe.info/billing/update,malicious
http://adobe-verify.ga/secure,malicious
http://dropbox-recover.biz/account,malicious
http://facebook-secure.gq/confirm/identity,malicious
http://visa.security-check.net/billing/update,malicious
http://google-validation.biz/login?redirect=true,malicious
http://ebay.gq/security/check,malicious
http://access-dropbox.club/update,malicious
http://neetflix.club/signin,malicious
http://apple-secure.net/update,malicious
http://amazonn.top/secure,malicious
http://portal-wellsfargo.top/signin.php,malicious
http://safe-amazon.club/login,malicious
http://whatsapp-billing.info/confirm/identity,malicious
http://microsoft-secure-billing.org/login,malicious
http://nettflix.net/verify?token=abc123,malicious
http://paypall.top/update/account,malicious
http://paypal.account-update.cf/confirm/identity,malicious
http://linkedin-billing.cf/secure,malicious
http://dropboxsecure.ga/auth,malicious
http://instagram-help.cf/secure,malicious
http://apple-help.biz/secure/login,malicious
http://visa-signin.org/secure,malicious
http://ebayhelp.tk/update/account,malicious
http://appl3-login.biz/verify?token=abc123,malicious
http://dropbox-secure-validation.ga/secure,malicious
http://netflix.top/account/verify,malicious
http://applesafe.site/update,malicious
http://ebay.security-check.ml/billing/update,malicious
http://service-facebook.gq/account,malicious
http://m4stercard-login.biz/account,malicious
http://thepaypal.info/update,malicious
http://getnetflix.gq/auth,malicious
http://facebook-care.cf/verify,malicious
http://faceook.tk/login?redirect=true,malicious
http://whatsapp-service.xyz/confirm,malicious
http://link3din.org/account/suspended,malicious
http://warning-spotify.ga/confirm/identity,malicious
http://spotify-portal.gq/security/check,malicious
http://ch@se.cf/account,malicious
http://maastercard.club/verify.php,malicious
http://securewhatsapp.club/verify?token=abc123,malicious
http://visa-refund.online/signin.php,malicious
http://fcebook.biz/auth,malicious
http://ffacebook.ml/verify.php,malicious
http://unlock-paypal.net/secure/login,malicious
http://portal-google.ml/login?redirect=true,malicious
http://locked-dropbox.org/auth,malicious
http://twitter-alert.top/account,malicious
http://dropbox-suspend.ga/verify,malicious
http://apple-secure-suspend.info/confirm,malicious
http://support-linkedin.tk/verify.php,malicious
http://netflix-app.net/signin,malicious
http://7witter.net/account/suspended,malicious
http://f4cebook.tk/verify.php,malicious
http://spotifyportal.info/payment/verify,malicious
http://paypal.secure-login.club/verify,malicious
http://spotify-secure-manage.top/billing/update,malicious
http://paypal-recover.gq/account/suspended,malicious
http://paypal-payment.tk/update,malicious
http://9oogle.online/signin,malicious
http://instagram-support.cf/auth,malicious
http://warning-amazon.net/signin,malicious
http://spotify-signin.online/login,malicious
http://ebay-online.site/account/verify,malicious
http://whatsapp-secure-manage.site/login,malicious
http://1nstagram.ml/security/check,malicious
http://wellsfargo-care.cf/login.php,malicious
http://free-bankofamerica.site/security/check,malicious
http://goole.org/security/check,malicious
http://spotify-account.club/login?redirect=true,malicious
http://google-alert.top/confirm/identity,malicious
http://linkedin-warning.biz/account/suspended,malicious
http://bankofamerica-account.club/billing/update,malicious
http://@dobe-login.top/login,malicious
http://safe-ebay.online/confirm/identity,malicious
http://linkedin-secure-billing.org/confirm,malicious
http://instagram-help.club/verify?token=abc123,malicious
http://thefacebook.ga/billing/update,malicious
http://visa-service.top/security/check,malicious
http://whatsapp-secure-help.tk/confirm/identity,malicious
http://masterard.online/verify,malicious
http://myadobe.ml/verify.php,malicious
http://bankofamerica-account.club/login?redirect=true,malicious
http://visa.security-check.biz/auth,malicious
http://10.0.125.196/amazon/verify,malicious
http://twitter-auth.xyz/login.php,malicious
http://what$app.tk/update/account,malicious
http://what5app-login.org/confirm/identity,malicious
http://facebooksafe.org/auth,malicious
http://new-netflix.top/secure/login,malicious
http://visaaccess.info/login.php,malicious
http://officialebay.net/login?redirect=true,malicious
http://spotify-secure.cf/verify,malicious
http://amazon-notification.club/update,malicious
http://paypal-web.tk/account/verify,malicious
http://security-bankofamerica.gq/verify.php,malicious
http://netflix.tk/security/check,malicious
http://microsof7-login.tk/login.php,malicious
http://eb@y.ga/secure,malicious
http://wellsfargo-suspend.online/signin,malicious
http://banking-ebay.info/payment/verify,malicious
http://warning-amazon.xyz/signin,malicious
http://ebay-portal.org/update,malicious
http://official-facebook.gq/billing/update,malicious
http://apple-service.org/signin,malicious
http://3bay.net/login.php,malicious
http://twitter-portal.ga/verify,malicious
http://amazon-payment.online/billing/update,malicious
http://dropbx.org/confirm/identity,malicious
http://apple-care.cf/secure,malicious
http://adbe.cf/verify?token=abc123,malicious
http://reward-ebay.org/verify.php,malicious
http://chase-secure-manage.net/account,malicious
http://4pple.tk/secure,malicious
http://micrsoft.biz/payment/verify,malicious
http://visa-validation.tk/login.php,malicious
http://manage-amazon.info/account/verify,malicious
http://bankofamerica-notification.info/account/suspended,malicious
http://spotify.login-verify.gq/verify.php,malicious
http://mydropbox.xyz/signin,malicious
http://visaa.tk/confirm,malicious
http://microsoft-unlock.biz/auth,malicious
http://linkedin-care.ml/update/account,malicious
http://microsoft-secure-center.ga/update,malicious
http://wellsfargo-support.site/account,malicious
http://adobe-secure-center.net/signin,malicious
http://visa-billing.ga/account/verify,malicious
http://facebook-update.tk/login.php,malicious
http://7witter.club/billing/update,malicious
http://wellsfargosupport.biz/signin,malicious
http://account-spotify.club/account/verify,malicious
http://whatsapp-refund.club/payment/verify,malicious
http://wellsfargo-verify.biz/login,malicious
http://paypal.login-verify.gq/account/verify,malicious
http://mastercard-auth.xyz/payment/verify,malicious
http://linkedin-secure.xyz/verify.php,malicious
http://wellsfargo-login.top/login?redirect=true,malicious
http://4mazon-login.info/update/account,malicious
http://get-adobe.tk/signin,malicious
http://mastercard-banking.tk/login?redirect=true,malicious
http://microsoftservice.xyz/payment/verify,malicious
http://netflix-warning.info/confirm/identity,malicious
http://amazon.gq/verify.php,malicious
http://facebook-signin.club/security/check,malicious
http://notification-bankofamerica.site/account,malicious
http://instagram-portal.tk/verify.php,malicious
http://chase-access.ml/verify.php,malicious
http://microsoft-security.top/signin.php,malicious
http://gogle.top/login?redirect=true,malicious
http://instaggram.online/payment/verify,malicious
http://adobe-secure-billing.net/verify.php,malicious
http://linkedin-reward.online/verify.php,malicious
http://paypal-billing.net/account,malicious
http://billing-paypal.gq/secure,malicious
http://twtter.site/confirm,malicious
http://amazon-banking.biz/auth,malicious
http://twitter-access.top/secure/login,malicious
http://adobe.ga/secure,malicious
http://ggoogle.xyz/verify?token=abc123,malicious
http://amazon-account.online/security/check,malicious
http://confirm-linkedin.xyz/confirm/identity,malicious
http://bankofamerica-support.info/secure,malicious
http://microsoft-secure-warning.net/payment/verify,malicious
http://myebay.ml/billing/update,malicious
http://chase-unlock.site/login.php,malicious
http://sppotify.site/auth,malicious
http://amazon-validation.tk/signin,malicious
http://mastercard-help.cf/login?redirect=true,malicious
http://mas7ercard-login.org/update/account,malicious
http://linedin.net/secure,malicious
http://netflixonline.online/verify.php,malicious
http://paypal-reward.ga/account/suspended,malicious
http://paypal.ml/billing/update,malicious
http://visa-warning.club/secure/login,malicious
http://ebay-help.xyz/account,malicious
http://whatsappaccess.ga/signin,malicious
http://new-visa.net/confirm/identity,malicious
http://chaase.site/login.php,malicious
http://spotify-secure-help.online/verify?token=abc123,malicious
http://bankofamerica-verify.club/login,malicious
http://apple-recover.gq/signin.php,malicious
http://adobe-account.xyz/update/account,malicious
http://instagraam.info/signin.php,malicious
http://facebookservice.online/signin,malicious
http://signin-adobe.gq/confirm/identity,malicious
http://insttagram.site/secure,malicious
http://linkedin-support.ml/account,malicious
http://netfl1x-login.club/secure/login,malicious
http://microsoft-secure.info/login.php,malicious
http://netflixweb.club/login?redirect=true,malicious
http://auth-google.tk/verify.php,malicious
http://paypal-portal.site/account/suspended,malicious
http://ebayhelp.info/verify,malicious
http://facebook.ml/verify.php,malicious
http://linkedin-account.info/confirm/identity,malicious
http://suspend-mastercard.net/auth,malicious
http://linkedin.phishing-site.biz/auth,malicious
http://chase-secure-suspend.net/confirm/identity,malicious
http://wellsfargo-alert.info/secure/login,malicious
http://facebook-secure-validation.gq/signin.php,malicious
http://eb@y-login.club/security/check,malicious
http://paypal-recover.ga/auth,malicious
http://netflix-reward.gq/update/account,malicious
http://wellsfargo-support.xyz/signin.php,malicious
http://access-microsoft.tk/payment/verify,malicious
http://twitter.login-verify.org/billing/update,malicious
http://appe.org/billing/update,malicious
http://welsfargo.top/payment/verify,malicious
http://linkedin-reward.xyz/secure,malicious
http://bankofamerica-banking.site/confirm,malicious
http://linkedin-secure-warning.tk/payment/verify,malicious
http://f@cebook.site/confirm,malicious
http://microsoft-center.online/update/account,malicious
http://account-ebay.org/verify,malicious
http://whatsapp-secure.club/payment/verify,malicious
http://spotify-suspend.site/signin.php,malicious
http://myapple.site/payment/verify,malicious
http://fcebook.top/auth,malicious
http://locked-spotify.top/billing/update,malicious
http://visa.verify-now.org/verify?token=abc123,malicious
http://paypal-unlock.club/confirm/identity,malicious
http://paypal-login.top/security/check,malicious
http://dropbox-secure.club/secure,malicious
http://twitter-access.cf/confirm/identity,malicious
http://apple-confirm.site/billing/update,malicious
http://google-locked.net/update/account,malicious
http://ebay-secure-billing.site/login?redirect=true,malicious
http://bankofamericaaccount.club/login,malicious
http://@pple.net/signin.php,malicious
http://support-apple.site/login,malicious
http://whatsapp-alert.cf/verify?token=abc123,malicious
http://wellsfargo-signin.tk/secure/login,malicious
http://best-chase.org/account/suspended,malicious
http://whatsapp.verify-now.cf/confirm,malicious
http://bankofamericca.top/update,malicious
http://bankofamerica-billing.net/secure,malicious
http://spotify-secure-center.info/billing/update,malicious
http://dropbox-warning.ga/confirm,malicious
http://wellsfargo-banking.cf/confirm,malicious
http://visa-login.ml/secure,malicious
http://well5fargo.info/update/account,malicious
http://googl3-login.xyz/billing/update,malicious
http://adobe-validation.online/account/verify,malicious
http://bankofamerica-update.gq/security/check,malicious
http://netfl1x-login.org/verify.php,malicious
http://mcrosoft.club/update/account,malicious
http://amazon-portal.biz/login?redirect=true,malicious
http://wellsfargo-manage.org/secure/login,malicious
http://adobe-refund.cf/account/verify,malicious
http://google-secure-help.site/update,malicious
http://instagram-manage.info/confirm/identity,malicious
http://netfl!x.info/login,malicious
http://bankofamerica.xyz/update/account,malicious
http://bankofamerica.account-update.club/verify,malicious
http://dropox.tk/billing/update,malicious
http://we1lsfargo.biz/auth,malicious
http://apple-secure-validation.xyz/login.php,malicious
http://loginlinkedin.net/payment/verify,malicious
http://chase-secure-help.top/billing/update,malicious
http://chase-update.ml/update,malicious
http://1inkedin.cf/confirm/identity,malicious
http://adobe-billing.club/update/account,malicious
http://b@nkofamerica.info/secure,malicious
http://vi5a-login.net/verify?token=abc123,malicious
http://verify-netflix.club/confirm/identity,malicious
http://twitter-confirm.ga/secure,malicious
http://whatsapp-alert.site/secure,malicious
http://twitter-portal.xyz/login?redirect=true,malicious
http://dropbox-refund.club/verify?token=abc123,malicious
http://dropbox-banking.info/payment/verify,malicious
http://instagram-warning.xyz/login.php,malicious
http://visa-manage.info/account/verify,malicious
http://spotify-portal.cf/update,malicious
http://help-netflix.gq/verify,malicious
http://bestbankofamerica.org/signin.php,malicious
http://adobe-security.online/secure/login,malicious
http://unlock-amazon.ml/confirm/identity,malicious
http://reward-microsoft.tk/verify.php,malicious
http://dropbox-portal.club/account/verify,malicious
http://microsoft-alert.net/confirm/identity,malicious
http://v1sa-login.online/secure/login,malicious
http://applelogin.org/account,malicious
http://insstagram.org/confirm/identity,malicious
http://amazon-help.info/account/suspended,malicious
http://chase-portal.tk/secure,malicious
http://securemicrosoft.gq/confirm/identity,malicious
http://case.ga/account,malicious
http://twitter-account.net/verify.php,malicious
http://my-visa.info/security/check,malicious
http://microsoft-payment.top/account/suspended,malicious
http://real-bankofamerica.info/security/check,malicious
http://bankoffamerica.ga/account/verify,malicious
http://paypal-security.tk/auth,malicious
http://apple-alert.biz/secure,malicious
http://locked-twitter.gq/signin,malicious
http://wellsfargo-portal.tk/auth,malicious
http://new-visa.site/account/verify,malicious
http://4dobe.club/verify,malicious
http://googlesupport.info/login,malicious
http://facebookapp.ml/login.php,malicious
http://ebay-secure-help.cf/confirm,malicious
http://visa-access.net/signin,malicious
http://chase.secure-login.ga/secure/login,malicious
http://tw1tter-login.net/login,malicious
http://bankofamerica-secure-warning.xyz/signin,malicious
http://mastercard-security.top/account/verify,malicious
http://netflix-update.tk/confirm/identity,malicious
http://netflix-secure-suspend.xyz/update,malicious
http://adobe-center.ml/security/check,malicious
http://apple-center.biz/signin,malicious
http://facebook-secure.club/verify.php,malicious
http://the-adobe.gq/auth,malicious
http://microsoftonline.info/confirm/identity,malicious
http://microsoft-warning.org/account/suspended,malicious
http://instagram-validation.ga/signin.php,malicious
http://apple-confirm.net/verify,malicious
http://chase-signin.ga/verify.php,malicious
http://google-unlock.cf/confirm/identity,malicious
http://spot1fy-login.cf/auth,malicious
http://google-login.info/signin,malicious
http://linkedin-notification.org/account,malicious
http://dropbox-reward.top/verify,malicious
http://g0ogle.info/auth,malicious
http://loginchase.site/payment/verify,malicious
http://amazon-access.ml/security/check,malicious
http://bankofam3rica-login.xyz/billing/update,malicious
http://chase-online.online/login?redirect=true,malicious
http://linkkedin.top/login.php,malicious
http://chase-unlock.top/account/suspended,malicious
http://dropbox-notification.ga/secure,malicious
http://5potify.site/secure,malicious
http://twitterweb.ga/secure/login,malicious
http://adobe-security.net/login,malicious
http://ebay.xyz/secure/login,malicious
http://adobe-service.net/secure/login,malicious
http://spotifysupport.gq/update/account,malicious
http://wellsfargo-validation.biz/login,malicious
http://amazon-safe.org/signin.php,malicious
http://ebaay.biz/login?redirect=true,malicious
http://appleservice.ga/account/verify,malicious
http://google-portal.biz/login,malicious
http://visa-auth.cf/signin,malicious
http://google-warning.biz/update,malicious
http://google.ml/verify?token=abc123,malicious
http://ebay-billing.gq/verify?token=abc123,malicious
http://paypal-account.net/confirm/identity,malicious
http://amazon-support.ml/login.php,malicious
http://dropbox-auth.net/payment/verify,malicious
http://dropbox-warning.info/verify.php,malicious
http://adobe-suspend.ga/auth,malicious
http://ne7flix-login.xyz/verify,malicious
http://ebay.verify-now.club/login.php,malicious
http://dropbox-security.ga/verify,malicious
http://spotify-unlock.ga/account/suspended,malicious
http://chase-reward.info/auth,malicious
http://linkedin-billing.online/verify,malicious
http://account-bankofamerica.top/secure/login,malicious
http://help-amazon.gq/account/suspended,malicious
http://wellsfargo-help.info/secure/login,malicious
http://facebook-warning.ml/update/account,malicious
http://paypal-secure.gq/verify.php,malicious
http://n3tflix-login.tk/security/check,malicious
http://linkedin-suspend.xyz/signin,malicious
http://access-twitter.xyz/update,malicious
http://real-linkedin.site/verify.php,malicious
http://alert-instagram.ml/signin.php,malicious
http://chas3.info/update,malicious
http://apple-locked.ga/confirm/identity,malicious
http://ebay-service.biz/confirm,malicious
http://wellsfar9o.xyz/login.php,malicious
http://microsoft-support.gq/verify.php,malicious
http://linkedin-help.top/login?redirect=true,malicious
http://sspotify.site/confirm,malicious
http://linkedin-secure.gq/security/check,malicious
http://instagram-access.club/security/check,malicious
http://netflix-support.site/update/account,malicious
http://facebook-login.biz/login?redirect=true,malicious
http://185.220.196.229/facebook/login,malicious
http://bankofamerica-reward.tk/signin,malicious
http://portal-amazon.top/login?redirect=true,malicious
http://center-bankofamerica.club/login,malicious
http://ch4se.site/billing/update,malicious
http://netfix.xyz/auth,malicious
http://dropboxportal.club/login,malicious
http://adobee.site/account,malicious
http://linkedinhelp.info/login.php,malicious
http://google-portal.gq/verify?token=abc123,malicious
http://bankofamerica-locked.info/login,malicious
http://4pple-login.xyz/verify.php,malicious
http://mastercard-recover.net/secure,malicious
http://google-support.cf/payment/verify,malicious
http://ebay.cf/signin,malicious
http://microsoft-signin.site/signin.php,malicious
http://google-login.cf/payment/verify,malicious
http://ebay-alert.online/verify?token=abc123,malicious
http://paypal-signin.gq/update,malicious
http://facebook-manage.club/billing/update,malicious
http://twitter-notification.xyz/update/account,malicious
http://netflix-online.tk/login?redirect=true,malicious
http://mastercard-safe.ga/login?redirect=true,malicious
http://netflix-secure.gq/account,malicious
http://reward-ebay.net/account,malicious
http://faceboook.ga/auth,malicious
http://twittter.gq/account/suspended,malicious
http://portal-amazon.cf/login.php,malicious
http://cha5e-login.tk/secure,malicious
http://spotify-security.tk/login,malicious
http://baankofamerica.biz/login,malicious
http://netflix-service.online/secure,malicious
http://real-microsoft.ml/account/suspended,malicious
http://ins7agram-login.ml/account/verify,malicious
http://wellsfargo-payment.gq/verify.php,malicious
http://vi$a.ml/login.php,malicious
http://chase.cf/verify.php,malicious
http://vi$a.site/secure,malicious
http://google-locked.club/security/check,malicious
http://eb4y.site/verify?token=abc123,malicious
http://safe-apple.top/verify?token=abc123,malicious
http://ebay-account.ga/confirm/identity,malicious
http://auth-linkedin.ga/update,malicious
http://vi5a-login.club/confirm/identity,malicious
http://4pple.club/billing/update,malicious
http://spotify-reward.biz/update/account,malicious
http://whatsapp.top/security/check,malicious
http://whatssapp.info/account,malicious
http://bankofamerica-support.info/verify?token=abc123,malicious
http://spotiify.online/confirm/identity,malicious
http://ebay-signin.online/verify.php,malicious
http://micrsoft.club/confirm,malicious
http://dropbox-secure.ml/auth,malicious
http://ebay-support.xyz/payment/verify,malicious
http://wellsfarrgo.xyz/secure,malicious
http://official-facebook.online/billing/update,malicious
http://linkedinsupport.xyz/payment/verify,malicious
http://m!crosoft.site/signin.php,malicious
http://adob3-login.biz/verify.php,malicious
http://visa-care.site/verify?token=abc123,malicious
http://spotify-payment.org/login.php,malicious
http://instagram-care.top/secure,malicious
http://dropbox-update.site/login,malicious
http://microsoft-suspend.online/update,malicious
http://google-support.biz/security/check,malicious
http://twitter-update.tk/auth,malicious
http://microsoft-warning.cf/account,malicious
http://login-chase.site/login?redirect=true,malicious
http://linkedin-secure-suspend.tk/signin,malicious
http://intagram.org/security/check,malicious
http://paypal-warning.club/payment/verify,malicious
http://welllsfargo.ml/auth,malicious
http://linkedin-portal.top/verify.php,malicious
http://chase-update.biz/confirm/identity,malicious
http://fac3book-login.net/account,malicious
http://bankofamerica-portal.xyz/confirm,malicious
http://linkedin-support.xyz/login.php,malicious
http://wellsfargo-notification.online/signin.php,malicious
http://adobe-signin.net/login.php,malicious
http://instagam.info/secure/login,malicious
http://google-support.top/verify,malicious
http://instagram-service.gq/login.php,malicious
http://newgoogle.cf/update/account,malicious
http://bankofamericaonline.online/signin,malicious
http://wha7sapp-login.gq/login.php,malicious
http://amazon-center.ml/update/account,malicious
http://get-instagram.info/confirm/identity,malicious
http://whatsapp-secure-manage.org/verify,malicious
http://adobe.security-check.ml/verify,malicious
http://netflix-locked.biz/secure/login,malicious
http://real-instagram.site/verify?token=abc123,malicious
http://microsoft-service.xyz/signin,malicious
http://service-spotify.tk/signin.php,malicious
http://spotify.ga/security/check,malicious
http://amazon-recover.org/auth,malicious
http://amazon-unlock.ml/account/suspended,malicious
http://twitter.verify-now.ga/login?redirect=true,malicious
http://whatapp.site/verify.php,malicious
http://wellsfargo-unlock.biz/secure,malicious
http://bankofamerica-verify.xyz/login.php,malicious
http://best-chase.top/verify.php,malicious
http://bestmastercard.tk/payment/verify,malicious
http://support-amazon.ml/confirm/identity,malicious
http://chaseweb.xyz/signin.php,malicious
http://dropbox.tk/signin,malicious
http://facebook-secure-center.ga/payment/verify,malicious
http://dropbox-secure-billing.biz/confirm/identity,malicious
http://wellsfargo-secure-center.ml/payment/verify,malicious
http://realfacebook.club/secure,malicious
http://bankofamerica-alert.top/update,malicious
http://twitter-signin.cf/secure,malicious
http://google-secure-warning.online/security/check,malicious
http://adobe-help.xyz/login?redirect=true,malicious
http://spootify.info/account/suspended,malicious
http://my-apple.cf/signin,malicious
http://adobe-manage.gq/verify?token=abc123,malicious
http://notification-adobe.org/billing/update,malicious
http://faceebook.gq/account/verify,malicious
http://auth-whatsapp.gq/payment/verify,malicious
http://microsoftsite.org/confirm,malicious
http://mast3rcard-login.online/verify?token=abc123,malicious
http://chase-center.online/signin,malicious
http://gogle.ga/account/suspended,malicious
http://facebook-access.ml/signin.php,malicious
http://facebook-account.online/secure,malicious
http://validation-adobe.xyz/verify,malicious
http://instagram-unlock.info/account/suspended,malicious
http://visa-help.info/auth,malicious
http://micro$oft.gq/verify,malicious
http://whatsapp-center.top/signin,malicious
http://chase-verify.info/secure,malicious
http://signin-adobe.xyz/verify?token=abc123,malicious
http://ntflix.net/account,malicious
http://whatsapp-banking.org/secure,malicious
http://mastercard-auth.site/update,malicious
http://microsoft-secure-alert.top/account,malicious
http://amaz0n.biz/account/verify,malicious
http://4dobe.ml/payment/verify,malicious
http://wllsfargo.info/secure,malicious
http://realdropbox.tk/billing/update,malicious
http://microsoftonline.ga/signin.php,malicious
http://ebay-payment.top/billing/update,malicious
http://googlee.online/secure/login,malicious
http://facebook-secure-alert.online/login?redirect=true,malicious
http://mastercard-signin.info/secure/login,malicious
http://portal-instagram.tk/confirm,malicious
http://mastercaard.club/signin,malicious
http://linkeddin.net/login.php,malicious
http://amazon-access.cf/update,malicious
http://linkedin-recover.ml/verify.php,malicious
http://bankofamerica-secure-alert.ml/confirm/identity,malicious
http://mastercard-alert.biz/update/account,malicious
http://netflix-update.info/update/account,malicious
http://p@ypal-login.xyz/verify?token=abc123,malicious
http://center-twitter.org/verify,malicious
http://spotify-login.top/billing/update,malicious
http://paypal-portal.net/secure,malicious
http://spotify-manage.net/verify?token=abc123,malicious
http://ad0be-login.online/auth,malicious
http://facebook-banking.ga/signin.php,malicious
